hsh_id,title_short,doi,source,pdf_url,status,bytes,json_path,timestamp
HSH88b1df68,An interactive and explainable AI approach to improve human-,,,,not_found,0,,2026-03-26T04:17:27.826772
HSH88b1df68,GRAPHITE: Graph-based interpretable tissue examination for e,,,,not_found,0,,2026-03-26T04:17:28.415366
HSHd1a01470,Radiotherapy Utilization Patterns Among Patients With Metast,,,,not_found,0,,2026-03-26T04:17:28.953293
HSHd1a01470,Sex Differences in Young Adult Stroke Severity Using Linked ,,,,not_found,0,,2026-03-26T04:17:29.641634
HSHd1a01470,Impact of sodium-glucose cotransporter 2 (SGLT2) inhibitors ,,,,not_found,0,,2026-03-26T04:17:30.292314
HSHd1a01470,A Decade of Craniosynostosis Surgery in the United States: T,,,,not_found,0,,2026-03-26T04:17:30.885112
HSHd1a01470,Evaluation of Colorectal Cancer Incidence in the United Stat,,,,not_found,0,,2026-03-26T04:17:31.515157
HSHd1a01470,Cross-Sector Partnerships and Emergency Department Use Among,,,,not_found,0,,2026-03-26T04:17:32.305664
HSHd1a01470,Utilization of colorectal cancer screening modalities in the,,,,not_found,0,,2026-03-26T04:17:32.850117
HSHd1a01470,The health care costs of epilepsy: Evidence from all-payer c,,,,not_found,0,,2026-03-26T04:17:33.497474
HSHd1a01470,Defining the Pediatric Radiology Workforce in the United Sta,,,,not_found,0,,2026-03-26T04:17:34.119249
HSHd1a01470,Medicaid Enrollees With Opioid Use Disorder Were More Likely,,,,not_found,0,,2026-03-26T04:17:34.777599
HSHd1a01470,Disparities in End-of-Life Care: A Retrospective Study on In,,,,not_found,0,,2026-03-26T04:17:35.348474
HSHd1a01470,"Decreasing Incident Opioid Use Disorder, Especially Adolesce",,,,not_found,0,,2026-03-26T04:17:35.874679
HSHd1a01470,Economic burden of systemic lupus erythematosus and lupus ne,,,,not_found,0,,2026-03-26T04:17:36.489062
HSHd1a01470,"Clinical manifestations, healthcare resource utilization, an",,,,not_found,0,,2026-03-26T04:17:37.042013
HSHd1a01470,Rhode Island (RI) Women's Breast Cancer Mammography Use Prio,,,,not_found,0,,2026-03-26T04:17:37.571019
HSHd1a01470,Physician-Level Continuity of Care and Patient Outcomes in A,,,,not_found,0,,2026-03-26T04:17:38.158110
HSHd1a01470,Cost and Use Trends of Endomyocardial Biopsy in Heart Transp,,,,not_found,0,,2026-03-26T04:17:38.756336
HSHd1a01470,Real-world expenditures and survival time after CAR-T treatm,,,,not_found,0,,2026-03-26T04:17:39.325954
HSHd1a01470,How All-Payer Claims Databases (APCDs) Can be Used to Examin,,,,not_found,0,,2026-03-26T04:17:39.895976
HSHd1a01470,Healthcare Costs and Utilization for Patients With Systemic ,,,,not_found,0,,2026-03-26T04:17:40.500685
HSHd1a01470,Postoperative Opioid Use Among Opioid-Naive Cannabis Users F,,,,not_found,0,,2026-03-26T04:17:41.170273
HSHd1a01470,Use of the FreeStyle Libre system and diabetes treatment pro,,,,not_found,0,,2026-03-26T04:17:41.741574
HSHd1a01470,Costs of biomarker testing among patients with metastatic lu,,,,not_found,0,,2026-03-26T04:17:42.393821
